"","lat","long","state","county","county_state","elevation"
"703",37.26,-79.9,"virginia","roanoke","roanoke, virginia",1114.25
"704",37.32,-79.9,"virginia","roanoke","roanoke, virginia",1154.44
"705",37.38,-79.9,"virginia","botetourt","botetourt, virginia",1215.79
"706",37.44,-79.9,"virginia","botetourt","botetourt, virginia",1358.87
"707",37.5,-79.9,"virginia","botetourt","botetourt, virginia",1297.04
"708",37.56,-79.9,"virginia","botetourt","botetourt, virginia",1630.35
"709",37.62,-79.9,"virginia","botetourt","botetourt, virginia",1247.7
"710",37.68,-79.9,"virginia","botetourt","botetourt, virginia",1135.4
"711",37.74,-79.9,"virginia","alleghany","alleghany, virginia",2106.05
"712",37.8,-79.9,"virginia","alleghany","alleghany, virginia",1354.26
"713",37.86,-79.9,"virginia","alleghany","alleghany, virginia",3152.06
"714",37.92,-79.9,"virginia","bath","bath, virginia",2647.09
"715",37.98,-79.9,"virginia","bath","bath, virginia",1720.23
"716",38.04,-79.9,"virginia","bath","bath, virginia",2051.62
"717",38.1,-79.9,"virginia","bath","bath, virginia",2231.48
"718",38.16,-79.9,"virginia","bath","bath, virginia",2190.42
"719",36.6,-79.84,"virginia","henry","henry, virginia",853.07
"720",36.66,-79.84,"virginia","henry","henry, virginia",728.02
"721",36.72,-79.84,"virginia","henry","henry, virginia",1003.45
"722",36.78,-79.84,"virginia","henry","henry, virginia",1036.32
"723",36.84,-79.84,"virginia","franklin","franklin, virginia",1380.01
"724",36.9,-79.84,"virginia","franklin","franklin, virginia",1007.71
"725",36.96,-79.84,"virginia","franklin","franklin, virginia",1015.02
"726",37.02,-79.84,"virginia","franklin","franklin, virginia",1119.51
"727",37.08,-79.84,"virginia","franklin","franklin, virginia",1016.6
"728",37.14,-79.84,"virginia","franklin","franklin, virginia",1084.87
"729",37.2,-79.84,"virginia","franklin","franklin, virginia",1526.04
"730",37.26,-79.84,"virginia","bedford","bedford, virginia",965
"731",37.32,-79.84,"virginia","botetourt","botetourt, virginia",2035.37
"732",37.38,-79.84,"virginia","botetourt","botetourt, virginia",1488.74
"733",37.44,-79.84,"virginia","botetourt","botetourt, virginia",1412.01
"734",37.5,-79.84,"virginia","botetourt","botetourt, virginia",1216.5
"735",37.56,-79.84,"virginia","botetourt","botetourt, virginia",1098.86
"736",37.62,-79.84,"virginia","botetourt","botetourt, virginia",1387.44
"737",37.68,-79.84,"virginia","botetourt","botetourt, virginia",1235.73
"738",37.74,-79.84,"virginia","botetourt","botetourt, virginia",957.97
"739",37.8,-79.84,"virginia","alleghany","alleghany, virginia",1635.59
"740",37.86,-79.84,"virginia","alleghany","alleghany, virginia",1573.99
"741",37.92,-79.84,"virginia","bath","bath, virginia",3068.62
"742",37.98,-79.84,"virginia","bath","bath, virginia",2599.89
"743",38.04,-79.84,"virginia","bath","bath, virginia",1972.08
"744",38.1,-79.84,"virginia","bath","bath, virginia",2641.04
"745",38.16,-79.84,"virginia","bath","bath, virginia",2235.69
"746",38.22,-79.84,"virginia","bath","bath, virginia",2973.69
"747",36.6,-79.78,"virginia","henry","henry, virginia",692.11
"748",36.66,-79.78,"virginia","henry","henry, virginia",743.93
"749",36.72,-79.78,"virginia","henry","henry, virginia",777.9
"750",36.78,-79.78,"virginia","henry","henry, virginia",933.41
"751",36.84,-79.78,"virginia","franklin","franklin, virginia",929.74
"752",36.9,-79.78,"virginia","franklin","franklin, virginia",942.79
"753",36.96,-79.78,"virginia","franklin","franklin, virginia",934.97
"754",37.02,-79.78,"virginia","franklin","franklin, virginia",1059.47
"755",37.08,-79.78,"virginia","franklin","franklin, virginia",947.32
"756",37.14,-79.78,"virginia","franklin","franklin, virginia",1072.46
"757",37.2,-79.78,"virginia","franklin","franklin, virginia",929.61
"758",37.26,-79.78,"virginia","bedford","bedford, virginia",976.28
"759",37.32,-79.78,"virginia","bedford","bedford, virginia",1948.1
"760",37.38,-79.78,"virginia","bedford","bedford, virginia",2038.56
"761",37.44,-79.78,"virginia","botetourt","botetourt, virginia",1291.4
"762",37.5,-79.78,"virginia","botetourt","botetourt, virginia",1099.12
"763",37.56,-79.78,"virginia","botetourt","botetourt, virginia",1185.78
"764",37.62,-79.78,"virginia","botetourt","botetourt, virginia",934.75
"765",37.68,-79.78,"virginia","botetourt","botetourt, virginia",1204.33
"766",37.74,-79.78,"virginia","botetourt","botetourt, virginia",1288.62
"767",37.8,-79.78,"virginia","alleghany","alleghany, virginia",1232.75
"768",37.86,-79.78,"virginia","alleghany","alleghany, virginia",1345.62
"769",37.92,-79.78,"virginia","bath","bath, virginia",2153.85
"770",37.98,-79.78,"virginia","bath","bath, virginia",2374.15
"771",38.04,-79.78,"virginia","bath","bath, virginia",2795.53
"772",38.1,-79.78,"virginia","bath","bath, virginia",2530.27
"773",38.16,-79.78,"virginia","bath","bath, virginia",2421.89
"774",38.22,-79.78,"virginia","bath","bath, virginia",2473.74
"775",38.28,-79.78,"virginia","highland","highland, virginia",3995.77
"776",38.34,-79.78,"virginia","highland","highland, virginia",3729.42
"777",36.6,-79.72,"virginia","henry","henry, virginia",681.28
"778",36.66,-79.72,"virginia","henry","henry, virginia",1000.54
"779",36.72,-79.72,"virginia","henry","henry, virginia",958.43
"780",36.78,-79.72,"virginia","henry","henry, virginia",1083.76
"781",36.84,-79.72,"virginia","franklin","franklin, virginia",943.65
"782",36.9,-79.72,"virginia","franklin","franklin, virginia",968.75
"783",36.96,-79.72,"virginia","franklin","franklin, virginia",864
"784",37.02,-79.72,"virginia","franklin","franklin, virginia",846.12
"785",37.08,-79.72,"virginia","franklin","franklin, virginia",826.17
"786",37.14,-79.72,"virginia","franklin","franklin, virginia",794.24
"787",37.2,-79.72,"virginia","bedford","bedford, virginia",876.75
"788",37.26,-79.72,"virginia","bedford","bedford, virginia",1021.06
"789",37.32,-79.72,"virginia","bedford","bedford, virginia",1078.57
"790",37.38,-79.72,"virginia","bedford","bedford, virginia",980.23
"791",37.44,-79.72,"virginia","bedford","bedford, virginia",1782.87
"792",37.5,-79.72,"virginia","botetourt","botetourt, virginia",867.18
"793",37.56,-79.72,"virginia","botetourt","botetourt, virginia",1169.76
"794",37.62,-79.72,"virginia","botetourt","botetourt, virginia",1716.55
"795",37.68,-79.72,"virginia","botetourt","botetourt, virginia",1621.03
"796",37.74,-79.72,"virginia","botetourt","botetourt, virginia",1681.35
"797",37.8,-79.72,"virginia","alleghany","alleghany, virginia",1512.9
"798",37.86,-79.72,"virginia","alleghany","alleghany, virginia",1483.92
"799",37.92,-79.72,"virginia","bath","bath, virginia",1277.5
"800",37.98,-79.72,"virginia","bath","bath, virginia",1891.18
"801",38.04,-79.72,"virginia","bath","bath, virginia",1935.09
"802",38.1,-79.72,"virginia","bath","bath, virginia",2553.63
"803",38.16,-79.72,"virginia","bath","bath, virginia",2965.45
"804",38.22,-79.72,"virginia","bath","bath, virginia",2284.7
"805",38.28,-79.72,"virginia","highland","highland, virginia",2856.35
"806",38.34,-79.72,"virginia","highland","highland, virginia",2510.16
"807",38.4,-79.72,"virginia","highland","highland, virginia",4185.34
"808",36.6,-79.66,"virginia","pittsylvania","pittsylvania, virginia",759.4
"809",36.66,-79.66,"virginia","pittsylvania","pittsylvania, virginia",877.34
"810",36.72,-79.66,"virginia","pittsylvania","pittsylvania, virginia",825.86
"811",36.78,-79.66,"virginia","pittsylvania","pittsylvania, virginia",946.71
"812",36.84,-79.66,"virginia","franklin","franklin, virginia",1385.56
"813",36.9,-79.66,"virginia","franklin","franklin, virginia",825.25
"814",36.96,-79.66,"virginia","franklin","franklin, virginia",864.31
"815",37.02,-79.66,"virginia","franklin","franklin, virginia",916.47
"816",37.08,-79.66,"virginia","franklin","franklin, virginia",1006.72
"817",37.14,-79.66,"virginia","bedford","bedford, virginia",794.24
"818",37.2,-79.66,"virginia","bedford","bedford, virginia",968.53
"819",37.26,-79.66,"virginia","bedford","bedford, virginia",896.69
"820",37.32,-79.66,"virginia","bedford","bedford, virginia",846.76
"821",37.38,-79.66,"virginia","bedford","bedford, virginia",2004.84
"822",37.44,-79.66,"virginia","bedford","bedford, virginia",1178.59
"823",37.5,-79.66,"virginia","botetourt","botetourt, virginia",1586.06
"824",37.56,-79.66,"virginia","botetourt","botetourt, virginia",1056.69
"825",37.62,-79.66,"virginia","botetourt","botetourt, virginia",1770.29
"826",37.68,-79.66,"virginia","rockbridge","rockbridge, virginia",3005.62
"827",37.74,-79.66,"virginia","rockbridge","rockbridge, virginia",2111.59
"828",37.8,-79.66,"virginia","alleghany","alleghany, virginia",2334.78
"829",37.86,-79.66,"virginia","bath","bath, virginia",2962.37
"830",37.92,-79.66,"virginia","bath","bath, virginia",1636.62
"831",37.98,-79.66,"virginia","bath","bath, virginia",1267.19
"832",38.04,-79.66,"virginia","bath","bath, virginia",1349.69
"833",38.1,-79.66,"virginia","bath","bath, virginia",1804.71
"834",38.16,-79.66,"virginia","bath","bath, virginia",2287.21
"835",38.22,-79.66,"virginia","highland","highland, virginia",2601.48
"836",38.28,-79.66,"virginia","highland","highland, virginia",2216.71
"837",38.34,-79.66,"virginia","highland","highland, virginia",3407.51
"838",38.4,-79.66,"virginia","highland","highland, virginia",2989.84
"839",38.46,-79.66,"virginia","highland","highland, virginia",3648.08
"840",38.52,-79.66,"virginia","highland","highland, virginia",3665.03
"841",38.58,-79.66,"virginia","highland","highland, virginia",3762.67
"842",36.6,-79.6,"virginia","pittsylvania","pittsylvania, virginia",652.71
"843",36.66,-79.6,"virginia","pittsylvania","pittsylvania, virginia",722.49
"844",36.72,-79.6,"virginia","pittsylvania","pittsylvania, virginia",789.86
"845",36.78,-79.6,"virginia","pittsylvania","pittsylvania, virginia",749
"846",36.84,-79.6,"virginia","pittsylvania","pittsylvania, virginia",849.37
"847",36.9,-79.6,"virginia","pittsylvania","pittsylvania, virginia",745.94
"848",36.96,-79.6,"virginia","pittsylvania","pittsylvania, virginia",866.05
"849",37.02,-79.6,"virginia","pittsylvania","pittsylvania, virginia",794.23
"850",37.08,-79.6,"virginia","bedford","bedford, virginia",831.9
"851",37.14,-79.6,"virginia","bedford","bedford, virginia",1043.8
"852",37.2,-79.6,"virginia","bedford","bedford, virginia",906.34
"853",37.26,-79.6,"virginia","bedford","bedford, virginia",944.47
"854",37.32,-79.6,"virginia","bedford","bedford, virginia",835.02
"855",37.38,-79.6,"virginia","bedford","bedford, virginia",1075.97
"856",37.44,-79.6,"virginia","bedford","bedford, virginia",2628.5
"857",37.5,-79.6,"virginia","botetourt","botetourt, virginia",1478.57
"858",37.56,-79.6,"virginia","botetourt","botetourt, virginia",1232.67
"859",37.62,-79.6,"virginia","rockbridge","rockbridge, virginia",1560.47
"860",37.68,-79.6,"virginia","rockbridge","rockbridge, virginia",2033.52
"861",37.74,-79.6,"virginia","rockbridge","rockbridge, virginia",1421.52
"862",37.8,-79.6,"virginia","rockbridge","rockbridge, virginia",1322.84
"863",37.86,-79.6,"virginia","rockbridge","rockbridge, virginia",2710.77
"864",37.92,-79.6,"virginia","rockbridge","rockbridge, virginia",1665.2
"865",37.98,-79.6,"virginia","bath","bath, virginia",1719.68
"866",38.04,-79.6,"virginia","bath","bath, virginia",1561.71
"867",38.1,-79.6,"virginia","bath","bath, virginia",1795.16
"868",38.16,-79.6,"virginia","bath","bath, virginia",1901.58
"869",38.22,-79.6,"virginia","highland","highland, virginia",2099.08
"870",38.28,-79.6,"virginia","highland","highland, virginia",3123.47
"871",38.34,-79.6,"virginia","highland","highland, virginia",3883.66
"872",38.4,-79.6,"virginia","highland","highland, virginia",3048.58
"873",38.46,-79.6,"virginia","highland","highland, virginia",2889.21
"874",38.52,-79.6,"virginia","highland","highland, virginia",2860.35
"875",36.6,-79.54,"virginia","pittsylvania","pittsylvania, virginia",745.34
"876",36.66,-79.54,"virginia","pittsylvania","pittsylvania, virginia",635.47
"877",36.72,-79.54,"virginia","pittsylvania","pittsylvania, virginia",820.79
"878",36.78,-79.54,"virginia","pittsylvania","pittsylvania, virginia",773.1
"879",36.84,-79.54,"virginia","pittsylvania","pittsylvania, virginia",906.45
"880",36.9,-79.54,"virginia","pittsylvania","pittsylvania, virginia",753.46
"881",36.96,-79.54,"virginia","pittsylvania","pittsylvania, virginia",665.12
"882",37.02,-79.54,"virginia","pittsylvania","pittsylvania, virginia",834.78
"883",37.08,-79.54,"virginia","bedford","bedford, virginia",877.36
"884",37.14,-79.54,"virginia","bedford","bedford, virginia",906.56
"885",37.2,-79.54,"virginia","bedford","bedford, virginia",830.91
"886",37.26,-79.54,"virginia","bedford","bedford, virginia",917.74
"887",37.32,-79.54,"virginia","bedford","bedford, virginia",1046.05
"888",37.38,-79.54,"virginia","bedford","bedford, virginia",908.64
"889",37.44,-79.54,"virginia","bedford","bedford, virginia",1709.92
"890",37.5,-79.54,"virginia","botetourt","botetourt, virginia",3207.8
"891",37.56,-79.54,"virginia","rockbridge","rockbridge, virginia",1621.41
"892",37.62,-79.54,"virginia","rockbridge","rockbridge, virginia",938.28
"893",37.68,-79.54,"virginia","rockbridge","rockbridge, virginia",1312.12
"894",37.74,-79.54,"virginia","rockbridge","rockbridge, virginia",1338.28
"895",37.8,-79.54,"virginia","rockbridge","rockbridge, virginia",1503.4
"896",37.86,-79.54,"virginia","rockbridge","rockbridge, virginia",1337.57
"897",37.92,-79.54,"virginia","rockbridge","rockbridge, virginia",2393.95
"898",37.98,-79.54,"virginia","rockbridge","rockbridge, virginia",1715.68
"899",38.04,-79.54,"virginia","bath","bath, virginia",1905.54
"900",38.1,-79.54,"virginia","bath","bath, virginia",1868.09
"901",38.16,-79.54,"virginia","bath","bath, virginia",3356.7
"902",38.22,-79.54,"virginia","highland","highland, virginia",1689.89
"903",38.28,-79.54,"virginia","highland","highland, virginia",2077.5
"904",38.34,-79.54,"virginia","highland","highland, virginia",3032.54
"905",38.4,-79.54,"virginia","highland","highland, virginia",3060.77
"906",38.46,-79.54,"virginia","highland","highland, virginia",2591.25
"907",38.52,-79.54,"virginia","highland","highland, virginia",2818
"908",36.6,-79.48,"virginia","pittsylvania","pittsylvania, virginia",501.09
"909",36.66,-79.48,"virginia","pittsylvania","pittsylvania, virginia",623.91
"910",36.72,-79.48,"virginia","pittsylvania","pittsylvania, virginia",817.61
"911",36.78,-79.48,"virginia","pittsylvania","pittsylvania, virginia",723.42
"912",36.84,-79.48,"virginia","pittsylvania","pittsylvania, virginia",760.56
"913",36.9,-79.48,"virginia","pittsylvania","pittsylvania, virginia",929.3
"914",36.96,-79.48,"virginia","pittsylvania","pittsylvania, virginia",753.6
"915",37.02,-79.48,"virginia","pittsylvania","pittsylvania, virginia",820.29
"916",37.08,-79.48,"virginia","bedford","bedford, virginia",642.37
"917",37.14,-79.48,"virginia","bedford","bedford, virginia",823.91
"918",37.2,-79.48,"virginia","bedford","bedford, virginia",825.86
"919",37.26,-79.48,"virginia","bedford","bedford, virginia",765.92
"920",37.32,-79.48,"virginia","bedford","bedford, virginia",856.97
"921",37.38,-79.48,"virginia","bedford","bedford, virginia",801.35
"922",37.44,-79.48,"virginia","bedford","bedford, virginia",868.97
"923",37.5,-79.48,"virginia","bedford","bedford, virginia",2150.39
"924",37.56,-79.48,"virginia","rockbridge","rockbridge, virginia",1690.69
"925",37.62,-79.48,"virginia","rockbridge","rockbridge, virginia",712.96
"926",37.68,-79.48,"virginia","rockbridge","rockbridge, virginia",1169.77
"927",37.74,-79.48,"virginia","rockbridge","rockbridge, virginia",1049.12
"928",37.8,-79.48,"virginia","rockbridge","rockbridge, virginia",1341.59
"929",37.86,-79.48,"virginia","rockbridge","rockbridge, virginia",1185.97
"930",37.92,-79.48,"virginia","rockbridge","rockbridge, virginia",2385.42
"931",37.98,-79.48,"virginia","rockbridge","rockbridge, virginia",1889.07
"932",38.04,-79.48,"virginia","rockbridge","rockbridge, virginia",1608.49
"933",38.1,-79.48,"virginia","augusta","augusta, virginia",2455.88
"934",38.16,-79.48,"virginia","bath","bath, virginia",2169.16
"935",38.22,-79.48,"virginia","highland","highland, virginia",2821.94
"936",38.28,-79.48,"virginia","highland","highland, virginia",2008.95
"937",38.34,-79.48,"virginia","highland","highland, virginia",2413.17
"938",38.4,-79.48,"virginia","highland","highland, virginia",2688.29
"939",36.6,-79.42,"virginia","pittsylvania","pittsylvania, virginia",469.53
"940",36.66,-79.42,"virginia","pittsylvania","pittsylvania, virginia",639.94
"941",36.72,-79.42,"virginia","pittsylvania","pittsylvania, virginia",1043.07
"942",36.78,-79.42,"virginia","pittsylvania","pittsylvania, virginia",666.52
"943",36.84,-79.42,"virginia","pittsylvania","pittsylvania, virginia",762.88
"944",36.9,-79.42,"virginia","pittsylvania","pittsylvania, virginia",773.79
"945",36.96,-79.42,"virginia","pittsylvania","pittsylvania, virginia",864.5
"946",37.02,-79.42,"virginia","pittsylvania","pittsylvania, virginia",798.46
"947",37.08,-79.42,"virginia","campbell","campbell, virginia",742.09
"948",37.14,-79.42,"virginia","bedford","bedford, virginia",765.59
"949",37.2,-79.42,"virginia","bedford","bedford, virginia",893.05
"950",37.26,-79.42,"virginia","bedford","bedford, virginia",757.06
"951",37.32,-79.42,"virginia","bedford","bedford, virginia",804.21
"952",37.38,-79.42,"virginia","bedford","bedford, virginia",773.81
"953",37.44,-79.42,"virginia","bedford","bedford, virginia",817.94
"954",37.5,-79.42,"virginia","bedford","bedford, virginia",869.1
"955",37.56,-79.42,"virginia","bedford","bedford, virginia",1280.79
"956",37.62,-79.42,"virginia","amherst","amherst, virginia",1391.79
"957",37.68,-79.42,"virginia","rockbridge","rockbridge, virginia",766.14
"958",37.74,-79.42,"virginia","rockbridge","rockbridge, virginia",1136.33
"959",37.8,-79.42,"virginia","rockbridge","rockbridge, virginia",1031.45
"960",37.86,-79.42,"virginia","rockbridge","rockbridge, virginia",1169.02
"961",37.92,-79.42,"virginia","rockbridge","rockbridge, virginia",1336.51
"962",37.98,-79.42,"virginia","rockbridge","rockbridge, virginia",1905.43
"963",38.04,-79.42,"virginia","rockbridge","rockbridge, virginia",1805.3
"964",38.1,-79.42,"virginia","augusta","augusta, virginia",2498.09
"965",38.16,-79.42,"virginia","augusta","augusta, virginia",1844.51
"966",38.22,-79.42,"virginia","augusta","augusta, virginia",2260.78
"967",38.28,-79.42,"virginia","highland","highland, virginia",3080.08
"968",38.34,-79.42,"virginia","highland","highland, virginia",2279.22
"969",38.4,-79.42,"virginia","highland","highland, virginia",2919.5
"970",36.6,-79.36,"virginia","pittsylvania","pittsylvania, virginia",426.88
"971",36.66,-79.36,"virginia","pittsylvania","pittsylvania, virginia",522.06
"972",36.72,-79.36,"virginia","pittsylvania","pittsylvania, virginia",674.01
"973",36.78,-79.36,"virginia","pittsylvania","pittsylvania, virginia",688.88
"974",36.84,-79.36,"virginia","pittsylvania","pittsylvania, virginia",644.61
"975",36.9,-79.36,"virginia","pittsylvania","pittsylvania, virginia",650.91
"976",36.96,-79.36,"virginia","pittsylvania","pittsylvania, virginia",841.15
"977",37.02,-79.36,"virginia","pittsylvania","pittsylvania, virginia",819.06
"978",37.08,-79.36,"virginia","pittsylvania","pittsylvania, virginia",812.47
"979",37.14,-79.36,"virginia","campbell","campbell, virginia",661.37
"980",37.2,-79.36,"virginia","campbell","campbell, virginia",854.93
"981",37.26,-79.36,"virginia","bedford","bedford, virginia",723.15
"982",37.32,-79.36,"virginia","bedford","bedford, virginia",780.36
"983",37.38,-79.36,"virginia","bedford","bedford, virginia",887.04
"984",37.44,-79.36,"virginia","bedford","bedford, virginia",1023.87
"985",37.5,-79.36,"virginia","bedford","bedford, virginia",1056.78
"986",37.56,-79.36,"virginia","amherst","amherst, virginia",713.16
"987",37.62,-79.36,"virginia","amherst","amherst, virginia",1333.23
"988",37.68,-79.36,"virginia","rockbridge","rockbridge, virginia",1801.53
"989",37.74,-79.36,"virginia","rockbridge","rockbridge, virginia",832.09
"990",37.8,-79.36,"virginia","rockbridge","rockbridge, virginia",1222.02
"991",37.86,-79.36,"virginia","rockbridge","rockbridge, virginia",1604.91
"992",37.92,-79.36,"virginia","rockbridge","rockbridge, virginia",1482.73
"993",37.98,-79.36,"virginia","rockbridge","rockbridge, virginia",1898.88
"994",38.04,-79.36,"virginia","augusta","augusta, virginia",2157.84
"995",38.1,-79.36,"virginia","augusta","augusta, virginia",1729.48
"996",38.16,-79.36,"virginia","augusta","augusta, virginia",2053.53
"997",38.22,-79.36,"virginia","augusta","augusta, virginia",1743.79
"998",38.28,-79.36,"virginia","augusta","augusta, virginia",2445.81
"999",38.34,-79.36,"virginia","augusta","augusta, virginia",2967.87
"1000",38.4,-79.36,"virginia","highland","highland, virginia",2806.64
"1001",36.6,-79.3,"virginia","pittsylvania","pittsylvania, virginia",543.91
"1002",36.66,-79.3,"virginia","pittsylvania","pittsylvania, virginia",726.53
"1003",36.72,-79.3,"virginia","pittsylvania","pittsylvania, virginia",693.4
"1004",36.78,-79.3,"virginia","pittsylvania","pittsylvania, virginia",669.21
"1005",36.84,-79.3,"virginia","pittsylvania","pittsylvania, virginia",562.62
"1006",36.9,-79.3,"virginia","pittsylvania","pittsylvania, virginia",663.6
"1007",36.96,-79.3,"virginia","pittsylvania","pittsylvania, virginia",676.57
"1008",37.02,-79.3,"virginia","pittsylvania","pittsylvania, virginia",850.62
"1009",37.08,-79.3,"virginia","pittsylvania","pittsylvania, virginia",667.14
"1010",37.14,-79.3,"virginia","campbell","campbell, virginia",678.31
"1011",37.2,-79.3,"virginia","campbell","campbell, virginia",638.89
"1012",37.26,-79.3,"virginia","campbell","campbell, virginia",699.01
"1013",37.32,-79.3,"virginia","bedford","bedford, virginia",840.29
"1014",37.38,-79.3,"virginia","bedford","bedford, virginia",806.64
"1015",37.44,-79.3,"virginia","bedford","bedford, virginia",1009.49
"1016",37.5,-79.3,"virginia","bedford","bedford, virginia",661.39
"1017",37.56,-79.3,"virginia","amherst","amherst, virginia",852.66
"1018",37.62,-79.3,"virginia","amherst","amherst, virginia",1038.33
"1019",37.68,-79.3,"virginia","amherst","amherst, virginia",1639.36
"1020",37.74,-79.3,"virginia","amherst","amherst, virginia",2139.3
"1021",37.8,-79.3,"virginia","rockbridge","rockbridge, virginia",1252.76
"1022",37.86,-79.3,"virginia","rockbridge","rockbridge, virginia",1611.62
"1023",37.92,-79.3,"virginia","rockbridge","rockbridge, virginia",1527.25
"1024",37.98,-79.3,"virginia","augusta","augusta, virginia",1691.71
"1025",38.04,-79.3,"virginia","augusta","augusta, virginia",2043.44
"1026",38.1,-79.3,"virginia","augusta","augusta, virginia",1821.42
"1027",38.16,-79.3,"virginia","augusta","augusta, virginia",3128.69
"1028",38.22,-79.3,"virginia","augusta","augusta, virginia",2371.9
"1029",38.28,-79.3,"virginia","augusta","augusta, virginia",2033.72
"1030",38.34,-79.3,"virginia","augusta","augusta, virginia",3333.79
"1031",38.4,-79.3,"virginia","augusta","augusta, virginia",3738.17
"1032",36.6,-79.24,"virginia","pittsylvania","pittsylvania, virginia",468.03
"1033",36.66,-79.24,"virginia","pittsylvania","pittsylvania, virginia",544.05
"1034",36.72,-79.24,"virginia","pittsylvania","pittsylvania, virginia",669.95
"1035",36.78,-79.24,"virginia","pittsylvania","pittsylvania, virginia",543.13
"1036",36.84,-79.24,"virginia","pittsylvania","pittsylvania, virginia",607.55
"1037",36.9,-79.24,"virginia","pittsylvania","pittsylvania, virginia",580.06
"1038",36.96,-79.24,"virginia","pittsylvania","pittsylvania, virginia",669.85
"1039",37.02,-79.24,"virginia","pittsylvania","pittsylvania, virginia",738.31
"1040",37.08,-79.24,"virginia","pittsylvania","pittsylvania, virginia",715.29
"1041",37.14,-79.24,"virginia","campbell","campbell, virginia",671.78
"1042",37.2,-79.24,"virginia","campbell","campbell, virginia",627.83
"1043",37.26,-79.24,"virginia","campbell","campbell, virginia",701.98
"1044",37.32,-79.24,"virginia","campbell","campbell, virginia",955.71
"1045",37.38,-79.24,"virginia","campbell","campbell, virginia",763.26
"1046",37.44,-79.24,"virginia","bedford","bedford, virginia",741.89
"1047",37.5,-79.24,"virginia","amherst","amherst, virginia",650.36
"1048",37.56,-79.24,"virginia","amherst","amherst, virginia",845.22
"1049",37.62,-79.24,"virginia","amherst","amherst, virginia",818.03
"1050",37.68,-79.24,"virginia","amherst","amherst, virginia",1385.53
"1051",37.74,-79.24,"virginia","amherst","amherst, virginia",2723.95
"1052",37.8,-79.24,"virginia","amherst","amherst, virginia",2184.87
"1053",37.86,-79.24,"virginia","rockbridge","rockbridge, virginia",1727.19
"1054",37.92,-79.24,"virginia","rockbridge","rockbridge, virginia",1766.22
"1055",37.98,-79.24,"virginia","augusta","augusta, virginia",2031.32
"1056",38.04,-79.24,"virginia","augusta","augusta, virginia",1900.29
"1057",38.1,-79.24,"virginia","augusta","augusta, virginia",1669.4
"1058",38.16,-79.24,"virginia","augusta","augusta, virginia",1854.02
"1059",38.22,-79.24,"virginia","augusta","augusta, virginia",2041.65
"1060",38.28,-79.24,"virginia","augusta","augusta, virginia",2000.59
"1061",38.34,-79.24,"virginia","augusta","augusta, virginia",2255.41
"1062",38.4,-79.24,"virginia","augusta","augusta, virginia",3101.52
"1063",38.46,-79.24,"virginia","augusta","augusta, virginia",4019.16
"1064",36.6,-79.18,"virginia","halifax","halifax, virginia",433.79
"1065",36.66,-79.18,"virginia","halifax","halifax, virginia",505.48
"1066",36.72,-79.18,"virginia","pittsylvania","pittsylvania, virginia",608.23
"1067",36.78,-79.18,"virginia","pittsylvania","pittsylvania, virginia",614.9
"1068",36.84,-79.18,"virginia","pittsylvania","pittsylvania, virginia",535.01
"1069",36.9,-79.18,"virginia","pittsylvania","pittsylvania, virginia",477.13
"1070",36.96,-79.18,"virginia","pittsylvania","pittsylvania, virginia",612.86
"1071",37.02,-79.18,"virginia","pittsylvania","pittsylvania, virginia",622.05
"1072",37.08,-79.18,"virginia","campbell","campbell, virginia",633.91
"1073",37.14,-79.18,"virginia","campbell","campbell, virginia",735.56
"1074",37.2,-79.18,"virginia","campbell","campbell, virginia",817.91
"1075",37.26,-79.18,"virginia","campbell","campbell, virginia",897.3
"1076",37.32,-79.18,"virginia","campbell","campbell, virginia",855.25
"1077",37.38,-79.18,"virginia","campbell","campbell, virginia",837.46
"1078",37.44,-79.18,"virginia","amherst","amherst, virginia",715.44
"1079",37.5,-79.18,"virginia","amherst","amherst, virginia",798.97
"1080",37.56,-79.18,"virginia","amherst","amherst, virginia",1606.58
"1081",37.62,-79.18,"virginia","amherst","amherst, virginia",1267
"1082",37.68,-79.18,"virginia","amherst","amherst, virginia",1147.99
"1083",37.74,-79.18,"virginia","amherst","amherst, virginia",2994.17
"1084",37.8,-79.18,"virginia","nelson","nelson, virginia",3675.49
"1085",37.86,-79.18,"virginia","rockbridge","rockbridge, virginia",2623.84
"1086",37.92,-79.18,"virginia","augusta","augusta, virginia",1523.38
"1087",37.98,-79.18,"virginia","augusta","augusta, virginia",1687.84
"1088",38.04,-79.18,"virginia","augusta","augusta, virginia",1988.83
"1089",38.1,-79.18,"virginia","augusta","augusta, virginia",1830.78
"1090",38.16,-79.18,"virginia","augusta","augusta, virginia",1564.64
"1091",38.22,-79.18,"virginia","augusta","augusta, virginia",1558.05
"1092",38.28,-79.18,"virginia","augusta","augusta, virginia",1608.73
"1093",38.34,-79.18,"virginia","augusta","augusta, virginia",2327.75
"1094",38.4,-79.18,"virginia","augusta","augusta, virginia",1897.54
"1095",38.46,-79.18,"virginia","rockingham","rockingham, virginia",2454.47
"1096",38.52,-79.18,"virginia","rockingham","rockingham, virginia",3499.44
"1097",38.58,-79.18,"virginia","rockingham","rockingham, virginia",2716.94
"1098",36.54,-79.12,"virginia","halifax","halifax, virginia",525.71
"1099",36.6,-79.12,"virginia","halifax","halifax, virginia",348.59
"1100",36.66,-79.12,"virginia","halifax","halifax, virginia",449.8
