"","linenumber","sentiment","method","text","created_at","favorite_count","retweet_count","date"
"614",614,-1,"AFINN","Based on the historic currency manipulation by China, it is now even more obvious to everyone that Americans are not paying for the Tariffs – they are being paid for compliments of China, and the U.S. is taking in tens of Billions of Dollars! China has always....",2019-08-05 15:58:59,91179,17675,"2019-08-05"
"615",615,0,"AFINN","China dropped the price of their currency to an almost a historic low. It’s called “currency manipulation.” Are you listening Federal Reserve? This is a major violation which will greatly weaken China over time!",2019-08-05 12:12:44,87085,22257,"2019-08-05"
"616",616,4,"AFINN","Strong people stand up for themselves—but stronger people stand up for others.

Thank you President @realDonaldTrump for standing up for America. https://t.co/a1xGSDYQVz",2019-08-05 11:46:43,0,30924,"2019-08-05"
"617",617,-9,"AFINN","The Media has a big responsibility to life and safety in our Country. Fake News has contributed greatly to the anger and rage that has built up over many years. News coverage has got to start being fair, balanced and unbiased, or these terrible problems will only get worse!",2019-08-05 11:32:54,152962,40801,"2019-08-05"
"618",618,-5,"AFINN","....this legislation with desperately needed immigration reform. We must have something good, if not GREAT, come out of these two tragic events!",2019-08-05 10:54:49,95716,16615,"2019-08-05"
"619",619,-5,"AFINN","We cannot let those killed in El Paso, Texas, and Dayton, Ohio, die in vain. Likewise for those so seriously wounded. We can never forget them, and those many who came before them. Republicans and Democrats must come together and get strong background checks, perhaps marrying....",2019-08-05 10:54:49,113047,20348,"2019-08-05"
"620",620,-2,"AFINN","....The flags at the White House will be lowered today through Thursday, August 8. Melania and I are praying for all those impacted by this unspeakable act of evil!",2019-08-04 19:49:42,122606,18956,"2019-08-04"
"621",621,-1,"AFINN","Today, I authorized the lowering of the flags to half-staff at all Federal Government buildings in honor of the victims of the tragedies in El Paso, Texas, and Dayton, Ohio....",2019-08-04 19:49:42,151032,24188,"2019-08-04"
"622",622,6,"AFINN","God bless the people of El Paso, Texas. God bless the people of Dayton, Ohio.",2019-08-04 19:38:15,146396,23859,"2019-08-04"
"623",623,0,"AFINN","The FBI, local and state law enforcement are working together in El Paso and in Dayton, Ohio. Information is rapidly being accumulated in Dayton. Much has already be learned in El Paso. Law enforcement was very rapid in both instances. Updates will be given throughout the day!",2019-08-04 12:13:34,101597,19670,"2019-08-04"
"624",624,3,"AFINN","....Melania and I send our heartfelt thoughts and prayers to the great people of Texas.",2019-08-04 04:19:01,128145,18022,"2019-08-04"
"625",625,-7,"AFINN","Today’s shooting in El Paso, Texas, was not only tragic, it was an act of cowardice. I know that I stand with everyone in this Country to condemn today’s hateful act. There are no reasons or excuses that will ever justify killing innocent people....",2019-08-04 04:19:01,172978,29284,"2019-08-04"
"626",626,0,"AFINN","'God be with you all': Trump pledges full support for El Paso shooting victims as lawmakers also grieve https://t.co/gISsidBeWr via @usatoday",2019-08-03 20:57:39,77378,16871,"2019-08-03"
"627",627,-6,"AFINN","There is nothing racist about President #Trump's suggesting that those who regularly spew hate at #America might spend their time more productively elsewhere – especially as the quotes are taken out of context, @PastorDScott tells @ericlandskroner: https://t.co/oZQzCwqUTp",2019-08-03 20:51:34,0,10401,"2019-08-03"
"628",628,0,"AFINN","Pastor Scott, a great guy - and tough! https://t.co/tu0u3AxQqp",2019-08-03 20:49:21,60166,13099,"2019-08-03"
"629",629,0,"AFINN","Contrary to what the Left's ""Know Nothing Blacks"" are saying (Tamar Braxton in particular) The President was involved in A$ap Rocky's situation almost from Day One! I know because @realkareemdream and myself personally involved him by connecting the Whitehouse to Rocky's manager!",2019-08-03 20:44:26,0,10221,"2019-08-03"
"630",630,-7,"AFINN","While the media is fixated on tweets and fear mongering here's are some employment stats for Black American in July.
284,000 returned to labor force
Participation rate soars 62.7% from 61.9%
Unemployment gap between Black and White now second lowest on record (record May 2018)",2019-08-03 20:43:03,0,14760,"2019-08-03"
"631",631,-2,"AFINN","Fight hard tonight Colby. You are a real Champ! #MAGA https://t.co/dj3JlWQu7i",2019-08-03 20:24:37,78764,15476,"2019-08-03"
"632",632,-6,"AFINN","Terrible shootings in ElPaso, Texas. Reports are very bad, many killed. Working with State and Local authorities, and Law Enforcement. Spoke to Governor to pledge total support of Federal Government. God be with you all!",2019-08-03 20:10:43,117287,24883,"2019-08-03"
"633",633,0,"AFINN","Things are going along very well with China. They are paying us Tens of Billions of Dollars, made possible by their monetary devaluations and pumping in massive amounts of cash to keep their system going. So far our consumer is paying nothing - and no inflation. No help from Fed!",2019-08-03 12:46:45,81598,18440,"2019-08-03"
"634",634,0,"AFINN","Countries are coming to us wanting to negotiate REAL trade deals, not the one sided horror show deals made by past administrations. They don’t want to be targeted for Tariffs by the U.S.",2019-08-03 12:41:49,87399,18979,"2019-08-03"
"635",635,0,"AFINN","The nipple-height Mayor of Londonistan has NEVER been so unpopular. He has MINUS approval ratings because we are stab-city. 

London deserves better. Get Khan Out. https://t.co/2bsvI0nenw",2019-08-03 12:27:30,0,11580,"2019-08-03"
"636",636,8,"AFINN","Great working with you John. A big win for our amazing ranchers! https://t.co/m2PjlbTHA9",2019-08-03 12:25:04,57275,13872,"2019-08-03"
"637",637,3,"AFINN","Joining @VP condemning Iran’s reported punishment of Mahrokh Kanbari for practicing her Christian beliefs. 

America cannot and will not tolerate the Iranian regime’s continued affront to religious freedom and persecution of people of faith. https://t.co/ECdhNT8bew",2019-08-03 12:23:02,0,8780,"2019-08-03"
"638",638,-3,"AFINN","After a man is hacked to death in broad daylight by a Syrian migrant with a samurai sword, Merkel’s media says “differences in culture exist” 

No sh*t Sherlock. https://t.co/Ep7sVaRaBZ",2019-08-03 12:14:46,0,27681,"2019-08-03"
"639",639,5,"AFINN","5 yrs ago today Dr. Kent Brantly arrived at @EmoryUniversity Hospital after contracting the Ebola virus while serving w/@SamaritansPurse in Liberia. He was the 1st Ebola patient to set foot in the U.S. We still thank God for the miracle of his healing. https://t.co/99S12j828V",2019-08-03 12:09:14,0,5283,"2019-08-03"
"640",640,0,"AFINN","A great couple! https://t.co/h0o1laZ7e3",2019-08-03 12:06:55,42967,7674,"2019-08-03"
"641",641,12,"AFINN","Nice to see that one of my best pupils is still a giant Trump fan. Steve joined me after I won the primaries, but I loved working with him! https://t.co/jRpmdrGYTB",2019-08-02 20:50:56,86050,20028,"2019-08-02"
"642",642,5,"AFINN","....John has therefore decided to stay in Congress where he has done such an outstanding job representing the people of Texas, and our Country. I will be announcing my nomination for DNI shortly.",2019-08-02 18:06:34,84987,16360,"2019-08-02"
"643",643,-3,"AFINN","Our great Republican Congressman John Ratcliffe is being treated very unfairly by the LameStream Media. Rather than going through months of slander and libel, I explained to John how miserable it would be for him and his family to deal with these people....",2019-08-02 18:06:34,98833,20275,"2019-08-02"
"644",644,-1,"AFINN","A$AP Rocky released from prison and on his way home to the United States from Sweden. It was a Rocky Week, get home ASAP A$AP!",2019-08-02 17:41:30,877571,250324,"2019-08-02"
"645",645,7,"AFINN","....Chariman Kim has a great and beautiful vision for his country, and only the United States, with me as President, can make that vision come true. He will do the right thing because he is far too smart not to, and he does not want to disappoint his friend, President Trump!",2019-08-02 15:05:34,87678,15803,"2019-08-02"
"646",646,-1,"AFINN",".....Chairman Kim does not want to disappoint me with a violation of trust, there is far too much for North Korea to gain - the potential as a Country, under Kim Jong Un’s leadership, is unlimited. Also, there is far too much to lose. I may be wrong, but I believe that......",2019-08-02 15:05:32,76183,13401,"2019-08-02"
"647",647,2,"AFINN","Kim Jong Un and North Korea tested 3 short range missiles over the last number of days. These missiles tests are not a violation of our signed Singapore agreement, nor was there discussion of short range missiles when we shook hands. There may be a United Nations violation, but..",2019-08-02 15:05:32,93051,18174,"2019-08-02"
"648",648,2,"AFINN","Four more years means more JOBS, more JUDGES, more SUPPORT FOR OUR TROOPS, and four more years of draining the swamp! #MAGA https://t.co/kFpmTVqyVa",2019-08-02 11:59:32,0,11180,"2019-08-02"
"649",649,-6,"AFINN","Really bad news! The Baltimore house of Elijah Cummings was robbed. Too bad!",2019-08-02 11:58:42,127425,24640,"2019-08-02"
"650",650,0,"AFINN","THANK YOU OHIO!! #KAG2020 https://t.co/UF6b1sdC4r",2019-08-02 02:44:34,99435,22037,"2019-08-02"
"651",651,2,"AFINN","I would like to thank two Great Iowa Senators, @ChuckGrassley and @SenJoniErnst - for their support today on the Spending Bill. Their vote, and the vote of other Republicans and Democrats helped get this done in a bipartisan fashion. Thank you all!",2019-08-02 02:15:17,68612,13589,"2019-08-02"
"652",652,3,"AFINN","Beautiful evening in Cincinnati, Ohio tonight — with GREAT American Patriots! #KAG2020 https://t.co/wDN5B4Gp87",2019-08-02 01:18:17,93436,21718,"2019-08-02"
"653",653,0,"AFINN","Thank you Cincinnati, Ohio. Together, we are going to KEEP AMERICA GREAT! https://t.co/sKPAW8e8qN",2019-08-02 01:03:54,79128,18800,"2019-08-02"
"654",654,NA,NA,"https://t.co/cbw3KXwvES",2019-08-01 18:48:22,41830,11891,"2019-08-01"
"655",655,5,"AFINN","...We look forward to continuing our positive dialogue with China on a comprehensive Trade Deal, and feel that the future between our two countries will be a very bright one!",2019-08-01 17:26:11,69703,13123,"2019-08-01"
"656",656,0,"AFINN","...during the talks the U.S. will start, on September 1st, putting a small additional Tariff of 10% on the remaining 300 Billion Dollars of goods and products coming from China into our Country. This does not include the 250 Billion Dollars already Tariffed at 25%...",2019-08-01 17:26:10,70113,14584,"2019-08-01"
"657",657,-3,"AFINN","...buy agricultural product from the U.S. in large quantities, but did not do so. Additionally, my friend President Xi said that he would stop the sale of Fentanyl to the United States – this never happened, and many Americans continue to die! Trade talks are continuing, and...",2019-08-01 17:26:10,26901,6606,"2019-08-01"
"658",658,-1,"AFINN","Our representatives have just returned from China where they had constructive talks having to do with a future Trade Deal. We thought we had a deal with China three months ago, but sadly, China decided to re-negotiate the deal prior to signing. More recently, China agreed to...",2019-08-01 17:26:09,80808,16780,"2019-08-01"
"659",659,NA,NA,"https://t.co/0Zx9wr3MoP",2019-08-01 16:08:42,48226,15979,"2019-08-01"
"660",660,-2,"AFINN","""A string of court cases that have been run through the legal system that have hit DEAD ENDS...."" @BillHemmer @AmericaNewsroom https://t.co/lQ7tgKWM9u",2019-08-01 15:55:10,37236,10551,"2019-08-01"
"661",661,NA,NA,"https://t.co/It3T0ANlrs",2019-08-01 15:16:46,33829,9642,"2019-08-01"
"662",662,0,"AFINN","BIG RALLY tonight in Cincinnati, Ohio. See you there! P.S. Our Country is doing GREAT!",2019-08-01 14:44:35,89507,18827,"2019-08-01"
"663",663,-1,"AFINN","Budget Deal is phenomenal for our Great Military, our Vets, and Jobs, Jobs, Jobs! Two year deal gets us past the Election. Go for it Republicans, there is always plenty of time to CUT!",2019-08-01 14:30:42,58638,12668,"2019-08-01"
"664",664,4,"AFINN","China, Iran &amp; other foreign countries are looking at the Democrat Candidates and “drooling” over the small prospect that they could be dealing with them in the not too distant future. They would be able to rip off our beloved USA like never before. With President Trump, NO WAY!",2019-08-01 14:24:26,84027,19853,"2019-08-01"
"665",665,17,"AFINN","Congratulations to Kelly Knight Craft of #Kentucky on her confirmation as United Nations Ambassador. After having served so admirably as Ambassador to Canada, &amp; having done an outstanding job no matter how difficult the task, Kelly will be fantastic at the United Nations. Winner!",2019-08-01 11:01:18,67460,13392,"2019-08-01"
"666",666,6,"AFINN","...It will soon be time to choose to keep and build upon that prosperity and success, or let it go. We are respected again all around the world. Keep it that way! I said I will never let you down, and I haven’t. We will only grow bigger, better and stronger TOGETHER!",2019-08-01 04:05:15,127630,24365,"2019-08-01"
"667",667,0,"AFINN","The people on the stage tonight, and last, were not those that will either Make America Great Again or Keep America Great! Our Country now is breaking records in almost every category, from Stock Market to Military to Unemployment. We have prosperity &amp; success like never before..",2019-08-01 04:05:15,144198,28522,"2019-08-01"
