"","linenumber","sentiment","method","text","created_at","favorite_count","retweet_count","date"
"240",240,-5,"AFINN","Biggest story anti-@realDonaldTrump media is hiding: Obama FBI/DOJ, and State Dept colluded with Bruce Ohr, his wife, and Clinton/DNC spies at Fusion GPS to try to destroy @realDonaldTrump. @JudicialWatch uncovered the docs! 

https://t.co/8JCWGbQbgh

https://t.co/KBbFuLtsyf https://t.co/LodkK40Zns",2019-08-23 03:54:18,0,9935,"2019-08-23"
"241",241,0,"AFINN","Talking about the BREAKING release of Bruce Ohr 302s tonight on @seanhannity with @Jim_Jordan and @jsolomonReports https://t.co/kAY7CpNq6c",2019-08-23 03:52:00,0,6134,"2019-08-23"
"242",242,-3,"AFINN","BREAKING: FBI 302 reports of Bruce Ohr released to @JudicialWatch. Confirm FBI warned that [Steele?] was ""desperate that @RealDonaldTrump not get elected and was passionate about him not being the U.S. President.""",2019-08-23 03:51:53,0,17612,"2019-08-23"
"243",243,-6,"AFINN","Business owners and hard-working Americans tell us every day how great the economy is under President Trump.

But now the Left is openly wishing for a “recession!”

It’s the clearest example yet: Democrats are desperate to stop the President, even if it hurts America.",2019-08-23 03:49:50,0,21273,"2019-08-23"
"244",244,1,"AFINN","“It’s kind of troubling to think some Democrats [are] almost wishing for a recession because they think it helps them politically instead of focusing on what’s best for our country."" - @Jim_Jordan 

https://t.co/SESicy1KXK",2019-08-23 03:49:31,0,6303,"2019-08-23"
"245",245,4,"AFINN","Because of you, America is safe.
 
Because of you, America is strong.
 
Because of you, America is free.
 
And because of you, America will forever remain the bravest, mightiest, and greatest Nation on the face of the Earth.”🇺🇸 https://t.co/IFPFEvnJAD",2019-08-23 03:47:23,0,6870,"2019-08-23"
"246",246,3,"AFINN","Happy birthday James! https://t.co/nx5yo7ajTt",2019-08-23 03:45:52,31880,5632,"2019-08-23"
"247",247,2,"AFINN","Under the #USMCA Utah will have more jobs, more opportunity, and more prosperity. Congress needs to pass the #USMCA for the people of Utah and the people of our great country! https://t.co/se2o0NXk21",2019-08-23 03:43:23,0,4092,"2019-08-23"
"248",248,3,"AFINN","""You're one of the all-time greats in the history of sports,"" President @realDonaldTrump told basketball legend Bob Cousy in the Oval Office. 

""Today, America honors and celebrates everything that you have achieved."" https://t.co/fCIPlE1UB9",2019-08-23 03:42:02,0,5304,"2019-08-23"
"249",249,-2,"AFINN",".@SenCoryGardner has done a fantastic job representing the people of Colorado. He really knows how to win. Strong on Crime, Borders &amp; the 2nd A, Cory fights hard for our Military &amp; Vets. John Hickenlooper is badly damaged after his horrible run for President. Big Primary trouble!",2019-08-23 03:41:26,32044,7385,"2019-08-23"
"250",250,0,"AFINN","Thank you, Utah! https://t.co/GOvig2ZZ5p",2019-08-23 03:32:01,0,4104,"2019-08-23"
"251",251,1,"AFINN","A response to @RashidaTlaib and @IlhanMN regarding our great ally #Israel 

Share this far and wide so that these two US Representatives see it. They need to think about what I’ve outlined before their next publicity “stunt”. https://t.co/tflS4O0t2v",2019-08-23 03:31:31,0,9952,"2019-08-23"
"252",252,2,"AFINN","Congratulations to the GREAT Bob Cousy! https://t.co/nNF26OQL6i",2019-08-23 03:28:01,0,9573,"2019-08-23"
"253",253,5,"AFINN","Bob Cousy is celebrated as one of the greatest players in the history of basketball.

Off the court, Cousy fought racism and became a leader for racial equality both within and beyond the NBA.

In 1600 Daily, the latest recipient of the Medal of Freedom: https://t.co/A68ueVC88u https://t.co/5iQIicivAp",2019-08-23 03:27:53,0,3448,"2019-08-23"
"254",254,NA,NA,"https://t.co/6H0ZF1qZZ1 @MorningsMaria @FoxBusiness",2019-08-23 03:27:40,0,4870,"2019-08-23"
"255",255,7,"AFINN","President @realDonaldTrump presents the Presidential Medal of Freedom, the nation’s highest civilian honor, to legendary @NBA Hall of Famer — Boston @Celtics Bob Cousy, in the Oval Office of the @WhiteHouse. https://t.co/y6rpvCDjow",2019-08-23 03:27:25,0,3551,"2019-08-23"
"256",256,-1,"AFINN","Another informant the FBI decided to turn on.   Unbelievable.   ⁦@MorningsMaria⁩     ⁦@FoxBusiness⁩ Former Overstock CEO Patrick Byrne explains his resignation | Fox Business Video https://t.co/bTzvKX52cQ",2019-08-23 03:26:57,0,6397,"2019-08-23"
"257",257,-1,"AFINN","The economy is poised to continue to expand: Kansas City Fed President https://t.co/MCs8DXQ2yB  @MorningsMaria @FoxBusiness",2019-08-23 03:26:23,0,3446,"2019-08-23"
"258",258,2,"AFINN","Congratulations to the GREAT Bob Cousy! https://t.co/nNF26OQL6i",2019-08-22 23:57:34,45056,9573,"2019-08-22"
"259",259,6,"AFINN","Bob Cousy shared a few words as he received the Presidential Medal of Freedom this evening! https://t.co/7jmX9FkWtS",2019-08-22 23:55:48,0,7351,"2019-08-22"
"260",260,7,"AFINN","""Today, it is my privilege to present our Nation's highest civilian honor to a beloved basketball legend and a true American original, Robert Cousy."" https://t.co/bbuRtGWSYQ",2019-08-22 23:55:43,0,6813,"2019-08-22"
"261",261,8,"AFINN","Looking forward to soon being in North Carolina to hold a big rally for wonderful Dan Bishop, who is running for Congress. His opponent wants Open Borders, Sanctuary Cities, and Socialism. He likes the “Squad” more than North Carolina. Dan has my Full and Complete Endorsement!",2019-08-22 23:42:33,50809,12539,"2019-08-22"
"262",262,11,"AFINN","Check out a FANTASTIC new book, “STILL WINNING – Why America Went All In On Donald Trump-And Why We Must Do It Again” by the great writer, @CharlesHurt. An excellent read. Thank you!",2019-08-22 23:40:21,44808,10233,"2019-08-22"
"263",263,7,"AFINN","...I am hopeful Congress will engage with my Team to pass meaningful legislation that will make a real difference and, most importantly, Save Lives!",2019-08-22 23:31:53,57902,10116,"2019-08-22"
"264",264,-2,"AFINN","Just concluded a very good meeting on preventing Mass Shootings. Talks are ongoing w/ both Republicans &amp; Democrats. We are likewise engaging with lawful gun owners, survivors, grieving family members, law enforcement, the NRA, mental health professionals, and school officials...",2019-08-22 23:31:52,74033,14105,"2019-08-22"
"265",265,7,"AFINN","Just heard that Sean Spicer will be on “Dancing with the Stars.” He will do great. A terrific person who loves our Country dearly!",2019-08-22 23:08:30,71915,11742,"2019-08-22"
"266",266,8,"AFINN","The Economy is doing really well. The Federal Reserve can easily make it Record Setting! The question is being asked, why are we paying much more in interest than Germany and certain other countries? Be early (for a change), not late. Let America win big, rather than just win!",2019-08-22 14:21:52,78531,19353,"2019-08-22"
"267",267,-3,"AFINN","Germany sells 30 year bonds offering negative yields. Germany competes with the USA. Our Federal Reserve does not allow us to do what we must do. They put us at a disadvantage against our competition. Strong Dollar, No Inflation! They move like quicksand. Fight or go home!",2019-08-22 12:53:13,71783,18007,"2019-08-22"
"268",268,0,"AFINN","Thank you @RealWayneRoot! https://t.co/CqjtFbnMVY",2019-08-22 01:54:53,43142,12702,"2019-08-22"
"269",269,15,"AFINN","It was my honor to sign a Presidential Memorandum facilitating the cancellation of student loan debt for 25K of our most severely disabled Veterans. With today’s order, we express the everlasting love &amp; loyalty of a truly grateful Nation. God bless our Vets, &amp; God Bless America! https://t.co/MMMsX3RDQM",2019-08-22 00:20:32,122974,29830,"2019-08-22"
"270",270,0,"AFINN","Great! @LouDobbs interviewed on @seanhannity tonight at 9:00 P.M.  @FoxNews",2019-08-21 23:51:34,31867,6782,"2019-08-21"
"271",271,-2,"AFINN","....that when this Administration’s alternative is no longer available, California will squeeze them to a point of business ruin. Only reason California is now talking to them is because the Feds are giving a far better alternative, which is much better for consumers!",2019-08-21 23:01:31,71396,13407,"2019-08-21"
"272",272,-2,"AFINN","Henry Ford would be very disappointed if he saw his modern-day descendants wanting to build a much more expensive car, that is far less safe and doesn’t work as well, because execs don’t want to fight California regulators. Car companies should know....",2019-08-21 23:01:30,86009,16960,"2019-08-21"
"273",273,-3,"AFINN","The Legendary Henry Ford and Alfred P. Sloan, the Founders of Ford Motor Company and General Motors, are “rolling over” at the weakness of current car company executives willing to spend more money on a car that is not as safe or good, and cost $3,000 more to consumers. Crazy!",2019-08-21 22:50:27,58604,13592,"2019-08-21"
"274",274,0,"AFINN","“Tax cuts, deregulation, and an Administration dedicated to growing business have allowed the U.S. economy to flourish. The resulting surge in job creation and record low unemployment has put the American worker in the driver’s seat.“ @SecretaryRoss https://t.co/nN2bhDycq5",2019-08-21 21:42:23,51890,13698,"2019-08-21"
"275",275,-2,"AFINN","President @realDonaldTrump is directing @usedgov to eliminate all federal student loan debt owed by American veterans who are completely and permanently disabled. https://t.co/8TTCkDldoW",2019-08-21 21:31:05,0,14904,"2019-08-21"
"276",276,9,"AFINN","President @realDonaldTrump joined @AMVETSHQ to celebrate 75 years of love, loyalty, and lifelong service to veterans and their families! https://t.co/Pjg9NIk8DY",2019-08-21 21:30:50,0,7794,"2019-08-21"
"277",277,-1,"AFINN",".@NATO, very unfair to the United States! https://t.co/YIgmTkpScU",2019-08-21 17:43:50,46907,14352,"2019-08-21"
"278",278,-1,"AFINN","....Because of me, these countries have agreed to pay ONE HUNDRED BILLION DOLLARS more - but still way short of what they should pay for the incredible military protection provided. Sorry!",2019-08-21 17:32:33,84778,16232,"2019-08-21"
"279",279,4,"AFINN","For the record, Denmark is only at 1.35% of GDP for NATO spending. They are a wealthy country and should be at 2%. We protect Europe and yet, only 8 of the 28 NATO countries are at the 2% mark. The United States is at a much, much higher level than that....",2019-08-21 17:32:32,93581,20104,"2019-08-21"
"280",280,0,"AFINN","On my way to the Great Commonwealth of Kentucky to deliver remarks at the @AMVETSHQ 75th Annual National Convention. Look forward to being with all of my friends! #AMVETS75th https://t.co/088PYGlFnu",2019-08-21 16:39:32,40088,9434,"2019-08-21"
"281",281,0,"AFINN","....WHERE IS THE FEDERAL RESERVE?",2019-08-21 13:56:12,78015,17275,"2019-08-21"
"282",282,5,"AFINN","So Germany is paying Zero interest and is actually being paid to borrow money, while the U.S., a far stronger and more important credit, is paying interest and just stopped (I hope!) Quantitative Tightening. Strongest Dollar in History, very tough on exports. No Inflation!.....",2019-08-21 13:56:12,97533,21513,"2019-08-21"
"283",283,-1,"AFINN","My proposal to the politically correct Automobile Companies would lower the average price of a car to consumers by more than $3000, while at the same time making the cars substantially safer. Engines would run smoother. Very little impact on the environment! Foolish executives!",2019-08-21 13:38:25,68277,16715,"2019-08-21"
"284",284,2,"AFINN",".....We are competing with many countries that have a far lower interest rate, and we should be lower than them. Yesterday, “highest Dollar in U.S.History.” No inflation. Wake up Federal Reserve. Such growth potential, almost like never before!",2019-08-21 12:52:27,55971,12880,"2019-08-21"
"285",285,-1,"AFINN","Doing great with China and other Trade Deals. The only problem we have is Jay Powell and the Fed. He’s like a golfer who can’t putt, has no touch. Big U.S. growth if he does the right thing, BIG CUT - but don’t count on him! So far he has called it wrong, and only let us down....",2019-08-21 12:52:27,66840,14952,"2019-08-21"
"286",286,-4,"AFINN","The Fake News LameStream Media is doing everything possible the “create” a U.S. recession, even though the numbers &amp; facts are working totally in the opposite direction. They would be willing to hurt many people, but that doesn’t matter to them. Our Economy is sooo strong, sorry!",2019-08-21 12:32:37,64273,17595,"2019-08-21"
"287",287,2,"AFINN","“The speed bump has been missteps by the Federal Reserve.” @cvpayne  @foxandfriends  So true!",2019-08-21 12:28:40,39523,9391,"2019-08-21"
"288",288,-1,"AFINN","Rep Tlaib wants to cut off aid to Israel. This is the new face the of Democrat Party? Read the AOC PLUS 3 statements on their hatred of Jews and Israel. Check out Rep. Omar (the great people of Minnesota won’t stand for this).",2019-08-21 11:52:02,66176,17952,"2019-08-21"
"289",289,-1,"AFINN","Brandon Judd, President, National Border Patrol Council. “This will effectively end Catch and Release and curb illegal entries.”",2019-08-21 11:44:37,49051,11484,"2019-08-21"
"290",290,4,"AFINN",".....all Jews, Blacks, Gays, everyone. And importantly, he’s good for everyone in America who wants a job.” Wow!  @newsmax  @foxandfriends @OANN",2019-08-21 11:34:52,69633,13875,"2019-08-21"
"291",291,4,"AFINN","....like he’s the King of Israel. They love him like he is the second coming of God...But American Jews don’t know him or like him. They don’t even know what they’re doing or saying anymore. It makes no sense! But that’s OK, if he keeps doing what he’s doing, he’s good for.....",2019-08-21 11:34:52,63549,13346,"2019-08-21"
"292",292,6,"AFINN","“Thank you to Wayne Allyn Root for the very nice words. “President Trump is the greatest President for Jews and for Israel in the history of the world, not just America, he is the best President for Israel in the history of the world...and the Jewish people in Israel love him....",2019-08-21 11:34:52,92585,20689,"2019-08-21"
"293",293,3,"AFINN","....The Prime Minister was able to save a great deal of expense and effort for both the United States and Denmark by being so direct. I thank her for that and look forward to rescheduling sometime in the future!",2019-08-20 23:51:53,95185,15909,"2019-08-20"
"294",294,-1,"AFINN","Denmark is a very special country with incredible people, but based on Prime Minister Mette Frederiksen’s comments, that she would have no interest in discussing the purchase of Greenland, I will be postponing our meeting scheduled in two weeks for another time....",2019-08-20 23:51:52,116814,22818,"2019-08-20"
"295",295,4,"AFINN","CONGRATULATIONS @EricTrump and @LaraLeaTrump, on the birth of Carolina Dorothy Trump. So proud! https://t.co/eSIrFz0zmR",2019-08-20 20:00:41,96959,17487,"2019-08-20"
"296",296,NA,NA,"https://t.co/WyGbgUGEhJ",2019-08-20 18:13:51,54785,15866,"2019-08-20"
"297",297,-1,"AFINN","Sunday on Full Measure: Claims of media bias aren’t new, but they are heightened. What will this mean for the 2020 election? Find out results of our Full Measure poll. #2020 https://t.co/r0H6i94NuK",2019-08-20 18:12:59,0,7949,"2019-08-20"
"298",298,-11,"AFINN","Sorry, I don’t buy Rep. Tlaib’s tears. I have watched her violence, craziness and, most importantly, WORDS, for far too long. Now tears? She hates Israel and all Jewish people. She is an anti-Semite. She and her 3 friends are the new face of the Democrat Party. Live with it!",2019-08-20 15:42:32,180480,45248,"2019-08-20"
"299",299,-3,"AFINN","The LameStream Media is far beyond Fake News, they are treading in very dangerous territory! https://t.co/J60JgSFhcx",2019-08-20 15:33:03,58836,15409,"2019-08-20"
"300",300,NA,NA,"Thank you! https://t.co/LANNJ7IfEl",2019-08-20 13:56:18,52104,14243,"2019-08-20"
"301",301,4,"AFINN",".@realDonaldTrump puts Americans first and it’s paying off:

*85% of blue-collar workers say their lives are headed in the right direction

*Manufacturing optimism at an all-time high

*Economic confidence is at record highs

🇺🇸",2019-08-20 13:54:59,0,10200,"2019-08-20"
"302",302,-2,"AFINN","Since @realDonaldTrump was elected:

*6M+ new jobs, over half for women

*500K manufacturing jobs created

*Record-low unemployment among African Americans, Hispanics, Asian Americans

He's just getting started!",2019-08-20 13:54:49,0,11237,"2019-08-20"
"303",303,-6,"AFINN","Just another disgruntled former employee who got fired for gross incompetence! https://t.co/63VhfqQwhx",2019-08-20 13:54:37,53270,12610,"2019-08-20"
"304",304,-2,"AFINN",".@MSNBC giddily talked about a recession this morning and even said a recession would be OK! The liberal media is so deranged by President @RealDonaldTrump that they’re now cheering for the economy to tank – sorry to disappoint Democrats, but the economy has never been stronger!",2019-08-20 13:52:00,0,15205,"2019-08-20"
"305",305,0,"AFINN","Ratings are way down, lost all credibility. Beautiful to watch! https://t.co/wO9npDQ2Ys",2019-08-20 13:51:06,50102,11927,"2019-08-20"
"306",306,3,"AFINN","Haha https://t.co/n09vbNGkH7",2019-08-20 13:49:33,0,4207,"2019-08-20"
"307",307,0,"AFINN","Maria, despite all of their will and energy, it won’t work! https://t.co/qUTkERCfsv",2019-08-20 13:47:37,40777,10274,"2019-08-20"
"308",308,0,"AFINN","Traveling to the great state of Michigan with @SecretaryCarson to address the @deteconomicclub about how President @realDonaldTrump’s economic agenda is WORKING for American families &amp; American business! https://t.co/SRoX00OtzK",2019-08-20 13:46:17,0,5299,"2019-08-20"
"309",309,5,"AFINN","Wow, Report Just Out! Google manipulated from 2.6 million to 16 million votes for Hillary Clinton in 2016 Election! This was put out by a Clinton supporter, not a Trump Supporter! Google should be sued. My victory was even bigger than thought! @JudicialWatch",2019-08-20 13:44:58,0,62071,"2019-08-20"
"310",310,0,"AFINN","Thank you Mike! https://t.co/FBcd2OHS6G",2019-08-20 13:43:33,35806,7379,"2019-08-20"
"311",311,-4,"AFINN","Since election day, businesses large and small have created more than 6.2 MILLION jobs and the unemployment rate is at a 50-year low! The forgotten men and women of America are forgotten no more! https://t.co/13lcyWkqR1",2019-08-20 13:42:31,0,5237,"2019-08-20"
"312",312,0,"AFINN","""Foreign individuals should not be allowed to come to America in order to take advantage of its welfare programs⁠,"" the Washington Examiner editorial board writes. 

""This shouldn't be a controversial statement.""

Today's stories: https://t.co/xb9E3Be3a3 https://t.co/Exlw2JlCbR",2019-08-20 13:42:15,0,6584,"2019-08-20"
"313",313,0,"AFINN","Two incredible people. I can’t believe they’re not working (few work harder)! https://t.co/tsh8KDS8Qs",2019-08-20 13:41:34,59246,8815,"2019-08-20"
"314",314,0,"AFINN","Wall construction is underway near Otay Mesa, California! 👷 https://t.co/45C0tu3WxT",2019-08-20 13:39:14,0,12359,"2019-08-20"
"315",315,-8,"AFINN","The Fake and Corrupt Media is sooo bad for our Country, The Enemy of the People! https://t.co/GPiklem0u1",2019-08-20 13:26:29,48975,12739,"2019-08-20"
"316",316,0,"AFINN","THANK YOU! #MAGA https://t.co/hFkXxB18Ra",2019-08-20 13:18:18,0,21554,"2019-08-20"
"317",317,4,"AFINN","The average household has seen their income go up by more than $5,000, wages are rising at their fastest pace in an almost decade—and, most important, they’re rising fastest for our blue-collar workers. Our economy is thriving and Americans are winning! 🇺🇸",2019-08-20 13:16:53,0,10142,"2019-08-20"
"318",318,0,"AFINN","Under @POTUS’ leadership, the auto  industry is roaring back in MI! This year alone, GM announced it will add 400 jobs, Ford has announced it will create 900 new jobs &amp; Fiat-Chrysler is already building a $1.6B new assembly plant that will create 6,400 jobs in the Motor City!",2019-08-20 13:16:34,0,6932,"2019-08-20"
"319",319,1,"AFINN","For years, ""anti-business policies squeezed corporations and left American workers out of the economic recovery,"" @SecretaryRoss writes.

Today, President @realDonaldTrump’s policies are helping American companies AND American workers succeed together. 🇺🇸 https://t.co/RMft0qJhIT",2019-08-20 13:14:58,0,5725,"2019-08-20"
"320",320,2,"AFINN","Congratulations, Great Show! https://t.co/RrdFQuk99M",2019-08-20 13:14:02,26618,5028,"2019-08-20"
"321",321,1,"AFINN","I promise not to do this to Greenland! https://t.co/03DdyVU6HA",2019-08-20 13:12:34,0,70550,"2019-08-20"
"322",322,1,"AFINN","Thank you to my great supporters at the 2019 @IowaStateFair! https://t.co/83qspei4TP",2019-08-20 13:12:28,0,14362,"2019-08-20"
"323",323,0,"AFINN","Because of @realDonaldTrump's policies, American companies and their workers are succeeding together.",2019-08-20 13:11:41,0,4057,"2019-08-20"
"324",324,-1,"AFINN","Thank you Jon, working hard! https://t.co/R4yrKCcr8x",2019-08-20 13:10:56,52371,12163,"2019-08-20"
"325",325,0,"AFINN","Nobody ever heard of this dope until he met me. He only lasted 11 days! https://t.co/RzX3zjXzga",2019-08-20 02:51:08,81555,19293,"2019-08-20"
"326",326,1,"AFINN","I promise not to do this to Greenland! https://t.co/03DdyVU6HA",2019-08-20 00:07:14,313545,70550,"2019-08-20"
"327",327,1,"AFINN","Thank you to my great supporters at the 2019 @IowaStateFair! https://t.co/83qspei4TP",2019-08-20 00:04:57,67406,14362,"2019-08-20"
"328",328,1,"AFINN","Great discussion with Prime Minister @BorisJohnson today. We talked about Brexit and how we can move rapidly on a US-UK free trade deal. I look forward to meeting with Boris this weekend, at the @G7, in France!",2019-08-19 23:55:57,67013,15649,"2019-08-19"
"329",329,0,"AFINN","Spoke to my two good friends, Prime Minister Modi of India, and Prime Minister Khan of Pakistan, regarding Trade, Strategic Partnerships and, most importantly, for India and Pakistan to work towards reducing tensions in Kashmir. A tough situation, but good conversations!",2019-08-19 23:43:54,113184,22710,"2019-08-19"
"330",330,0,"AFINN","THANK YOU! #MAGA https://t.co/hFkXxB18Ra",2019-08-19 18:40:09,90979,21554,"2019-08-19"
"331",331,-3,"AFINN","Massive overflow crowds in New Hampshire last week. Couldn’t get into packed SNHU Arena. Fake and Corrupt News would like you to believe otherwise. MAKE AMERICA GREAT AGAIN! https://t.co/CUIYMvMQFv",2019-08-19 18:38:50,78851,19638,"2019-08-19"
"332",332,5,"AFINN","Wow, Report Just Out! Google manipulated from 2.6 million to 16 million votes for Hillary Clinton in 2016 Election! This was put out by a Clinton supporter, not a Trump Supporter! Google should be sued. My victory was even bigger than thought! @JudicialWatch",2019-08-19 15:52:09,178141,62071,"2019-08-19"
"333",333,0,"AFINN",".....The Fed Rate, over a fairly short period of time, should be reduced by at least 100 basis points, with perhaps some quantitative easing as well. If that happened, our Economy would be even better, and the World Economy would be greatly and quickly enhanced-good for everyone!",2019-08-19 15:26:20,69475,15194,"2019-08-19"
"334",334,-10,"AFINN","Our Economy is very strong, despite the horrendous lack of vision by Jay Powell and the Fed, but the Democrats are trying to “will” the Economy to be bad for purposes of the 2020 Election.  Very Selfish! Our dollar is so strong that it is sadly hurting other parts of the world...",2019-08-19 15:26:20,89827,20066,"2019-08-19"
"335",335,1,"AFINN","Democrats want Open Borders and Crime! So dangerous for our Country. But we are building a big, beautiful, NEW Wall! I will protect America, the Dems don’t know where to start! https://t.co/D0APaAxvVm",2019-08-19 13:44:58,66873,17872,"2019-08-19"
"336",336,-6,"AFINN","....got fired. Wrote a very nice book about me just recently. Now the book is a lie? Said his wife was driving him crazy, “something big” was happening with her. Getting divorced. He was a mental wreck. We didn’t want him around. Now Fake News puts him on like he was my buddy!",2019-08-19 13:19:46,76198,15013,"2019-08-19"
"337",337,-14,"AFINN","Anthony Scaramucci is a highly unstable “nut job” who was with other candidates in the primary who got shellacked, &amp; then unfortunately wheedled his way into my campaign. I barely knew him until his 11 days of gross incompetence-made a fool of himself, bad on TV. Abused staff,...",2019-08-19 13:19:46,87912,18043,"2019-08-19"
"338",338,1,"AFINN","Great cohesion inside the Republican Party, the best I have ever seen. Despite all of the Fake News, my Poll Numbers are great. New internal polls show them to be the strongest we’ve had so far! Think what they’d be if I got fair media coverage!",2019-08-19 12:21:47,84212,19528,"2019-08-19"
"339",339,3,"AFINN","I love @realDonaldTrump. He’s the only President in my lifetime who stands for our country.",2019-08-19 03:31:34,0,13821,"2019-08-19"
"340",340,2,"AFINN","Retweet @POTUS isn't RACIST when @Prince wrote @realDonaldTrump Black Version! 😆

Donald Trump: Black Version
Maybe that's WHAT YOU NEED
A man that fulfills YOUR EVERY WISH
YOUR EVERY DREAM

Donald Trump: Black Version
COME ON TAKE A CHANCE
A 2020 @WhiteHouse
A Real Bromance! 😂 https://t.co/3vPaU7AKde",2019-08-19 03:29:51,0,11734,"2019-08-19"
"341",341,0,"AFINN","Retweet The Lies, False Facts &amp; Fake News of @CNN's @Acosta on @POTUS!

Raise Your Hand if you LOVE @realDonaldTrump has SHUTOFF the @WhiteHouse @PressSec Briefing Cameras &amp; KICKED THE PRESS OUTSIDE next to a Buzzing Marine One Helicopter!

Where's Acosta @AprilDRyan on the Lawn? https://t.co/JYHhpFnvJB",2019-08-19 03:27:20,0,14078,"2019-08-19"
"342",342,5,"AFINN","Wow. Throwback to when Senator Barack Obama agreed with @realDonaldTrump on immigration! RT this so your friends see this! https://t.co/W8216TwO52",2019-08-19 03:25:20,0,89863,"2019-08-19"
"343",343,-5,"AFINN","WATCH: “MSNBC is rewarding hate-filled conspiracy theorists with air time because their Trump Derangement Syndrome demands it” — @JesseBWatters https://t.co/F9KpoYEUXj",2019-08-19 03:17:52,0,6165,"2019-08-19"
"344",344,0,"AFINN","Trump rarely uses racial categories. It is the media and Democratic leaders who routinely issue race-based denunciations, writes @HMDatMI ⁦@MorningsMaria⁩ ⁦@FoxBusiness⁩  https://t.co/hejJnfA0OQ",2019-08-19 03:17:05,0,15336,"2019-08-19"
"345",345,-2,"AFINN","The New York Times will be out of business soon after I leave office, hopefully in 6 years. They have Zero credibility and are losing a fortune, even now, especially after their massive unfunded liability. I’m fairly certain they’ll endorse me just to keep it all going!",2019-08-18 23:57:55,103848,21575,"2019-08-18"
"346",346,1,"AFINN","Thank you @TedCruz, I couldn’t agree more! https://t.co/MGq0xXin0s",2019-08-18 22:50:25,84629,19855,"2019-08-18"
"347",347,-5,"AFINN","House Democrats want to take action against Israel because it is fighting back against two (maybe four) people that have said unthinkably bad things about it &amp; the Israeli people. Dems have such disdain for Israel! What happened? AOC Plus 4 is the new face of the Democrat Party!",2019-08-18 22:03:17,91855,23345,"2019-08-18"
"348",348,-1,"AFINN","Our economy is the best in the world, by far. Lowest unemployment ever within almost all categories. Poised for big growth after trade deals are completed. Import prices down, China eating Tariffs. Helping targeted Farmers from big Tariff money coming in. Great future for USA!",2019-08-18 19:24:09,77599,18508,"2019-08-18"
"349",349,-9,"AFINN","Juan Williams at @FoxNews is so pathetic, and yet when he met me in the Fox Building lobby, he couldn’t have been nicer as he asked me to take a picture of him and me for his family. Yet he is always nasty and wrong!",2019-08-18 19:15:55,99191,21933,"2019-08-18"
"350",350,0,"AFINN","We are doing very well with China, and talking!",2019-08-18 18:27:56,85594,14556,"2019-08-18"
"351",351,NA,NA,"Doing really well! https://t.co/UndcviEiML",2019-08-18 18:25:31,48815,12328,"2019-08-18"
"352",352,0,"AFINN","Lindsey Graham on IG investigation into Russia probe: I want the American people to see what happened https://t.co/gM0yEQpHuw  @SundayFutures @FoxNews @LindseyGrahamSC",2019-08-18 18:24:39,0,8766,"2019-08-18"
"353",353,1,"AFINN",".@LindseyGrahamSC Sen. Graham: The dream of every leftist is to have a liberal court enacting laws from the bench https://t.co/JJITS3iK1E @SundayFutures @FoxNews",2019-08-18 18:24:28,0,7121,"2019-08-18"
"354",354,4,"AFINN","Lewandowski on potential NH Senate run: If I run, 'I'm going to win' | TheHill https://t.co/NSsEvmtNgR",2019-08-18 18:23:19,0,8199,"2019-08-18"
"355",355,0,"AFINN","MAKE AMERICA GREAT AGAIN!",2019-08-18 12:34:53,254679,46948,"2019-08-18"
"356",356,4,"AFINN","With all that this Administration has accomplished, think what my Poll Numbers would be if we had an honest Media, which we do not!",2019-08-18 12:26:09,99594,21130,"2019-08-18"
"357",357,-9,"AFINN",".....”Journalism” has reached a new low in the history of our Country. It is nothing more than an evil propaganda machine for the Democrat Party. The reporting is so false, biased and evil that it has now become a very sick joke...But the public is aware! #CROOKEDJOURNALISM",2019-08-18 12:22:56,109948,26406,"2019-08-18"
"358",358,-12,"AFINN","The Failing New York Times, in one of the most devastating portrayals of bad journalism in history, got caught by a leaker that they are shifting  from their Phony Russian Collusion Narrative (the Mueller Report &amp; his testimony were a total disaster), to a Racism Witch Hunt.....",2019-08-18 12:22:55,113347,27454,"2019-08-18"
"359",359,NA,NA,"https://t.co/JDS4zVfyBe",2019-08-17 22:17:59,0,48683,"2019-08-17"
"360",360,3,"AFINN","I read that Trump rally was rambling/half-empty. I also read the opposite. I like to watch candidates' rallies myself  so I can see... without the spin. I did so in 2016-16. It's not entirely why I predicted (starting in 15) Trump would win, but it was part of the picture. https://t.co/i3j8y9KgKn",2019-08-17 22:15:53,0,9441,"2019-08-17"
"361",361,1,"AFINN","Coming up this Sunday on Full Measure - the media's ""huge credibility problem"" #mediamiss https://t.co/3f1YiFarg6",2019-08-17 22:14:36,0,7088,"2019-08-17"
"362",362,-2,"AFINN","From what I can tell, he was not there, it was a campaign event and protest. https://t.co/MGlIIAEFBT",2019-08-17 22:14:09,0,4124,"2019-08-17"
"363",363,8,"AFINN","SAVED 🇺🇸&amp;🌍Peace &amp; Prosperity @realDonaldTrump OUR / WE🇺🇸45th 🇺🇸@POTUS W/ @FLOTUS &amp; Family Sacrificed Wealth Health Safety Placed Themselves Dangerous Harms Way TO SAVE 🇺🇸🙏ThankYou♥️🇺🇸@ThomasPKennedy3 @PROUD_USAER @KayHair1 @JohnLeksander @bobsacard @TerranceCreamer @WitmerCarl https://t.co/CiwHG2LYBx",2019-08-17 22:12:04,0,7961,"2019-08-17"
